record_id,dept_name,dept,course_level,course_code,course_name,course_type,credit,course_description,raw_values,source_url,crawled_at,missing_fields,course_code_norm,course_id
aic_education_courses_교과목 안내_d550178826_d5501788__item_0001,AI컴퓨팅학과,aic,1000-level,CS10003,인공지능 기초,Required,,,"Category: 1000-level
Code: CS10003
Course Name: 인공지능 기초
Type: Required",https://aic.kaist.ac.kr/#/education-courses,2026-05-26T13:24:53.541543+00:00,"credit, course_description",CS10003,aic_education_courses_교과목 안내_d550178826_d5501788__item_0001
aic_education_courses_교과목 안내_d550178826_d5501788__item_0002,AI컴퓨팅학과,aic,2000-level,CS40700,인공지능 개론,Required,,,"Category: 2000-level
Code: CS40700
Course Name: 인공지능 개론
Type: Required",https://aic.kaist.ac.kr/#/education-courses,2026-05-26T13:24:53.541543+00:00,"credit, course_description",CS40700,aic_education_courses_교과목 안내_d550178826_d5501788__item_0002
aic_education_courses_교과목 안내_d550178826_d5501788__item_0003,AI컴퓨팅학과,aic,2000-level,CS30706,기계학습,Required,,,"Category: 2000-level
Code: CS30706
Course Name: 기계학습
Type: Required",https://aic.kaist.ac.kr/#/education-courses,2026-05-26T13:24:53.541543+00:00,"credit, course_description",CS30706,aic_education_courses_교과목 안내_d550178826_d5501788__item_0003
aic_education_courses_교과목 안내_d550178826_d5501788__item_0004,AI컴퓨팅학과,aic,2000-level,CS20300,시스템프로그래밍,Elective,,,"Category: 2000-level
Code: CS20300
Course Name: 시스템프로그래밍
Type: Elective",https://aic.kaist.ac.kr/#/education-courses,2026-05-26T13:24:53.541543+00:00,"credit, course_description",CS20300,aic_education_courses_교과목 안내_d550178826_d5501788__item_0004
aic_education_courses_교과목 안내_d550178826_d5501788__item_0005,AI컴퓨팅학과,aic,2000-level,CS30704,인간-컴퓨터 상호작용 개론,Elective,,,"Category: 2000-level
Code: CS30704
Course Name: 인간-컴퓨터 상호작용 개론
Type: Elective",https://aic.kaist.ac.kr/#/education-courses,2026-05-26T13:24:53.541543+00:00,"credit, course_description",CS30704,aic_education_courses_교과목 안내_d550178826_d5501788__item_0005
aic_education_courses_교과목 안내_d550178826_d5501788__item_0006,AI컴퓨팅학과,aic,3000-level,CS30707,강화학습 개론,Elective,,,"Category: 3000-level
Code: CS30707
Course Name: 강화학습 개론
Type: Elective",https://aic.kaist.ac.kr/#/education-courses,2026-05-26T13:24:53.541543+00:00,"credit, course_description",CS30707,aic_education_courses_교과목 안내_d550178826_d5501788__item_0006
aic_education_courses_교과목 안내_d550178826_d5501788__item_0007,AI컴퓨팅학과,aic,3000-level,CS30101,전산기조직,Elective,,,"Category: 3000-level
Code: CS30101
Course Name: 전산기조직
Type: Elective",https://aic.kaist.ac.kr/#/education-courses,2026-05-26T13:24:53.541543+00:00,"credit, course_description",CS30101,aic_education_courses_교과목 안내_d550178826_d5501788__item_0007
aic_education_courses_교과목 안내_d550178826_d5501788__item_0008,AI컴퓨팅학과,aic,3000-level,CS30300,운영체제 및 실험,Elective,,,"Category: 3000-level
Code: CS30300
Course Name: 운영체제 및 실험
Type: Elective",https://aic.kaist.ac.kr/#/education-courses,2026-05-26T13:24:53.541543+00:00,"credit, course_description",CS30300,aic_education_courses_교과목 안내_d550178826_d5501788__item_0008
aic_education_courses_교과목 안내_d550178826_d5501788__item_0009,AI컴퓨팅학과,aic,4000-level,CS40701,그래프 기계학습 및 마이닝,Elective,,,"Category: 4000-level
Code: CS40701
Course Name: 그래프 기계학습 및 마이닝
Type: Elective",https://aic.kaist.ac.kr/#/education-courses,2026-05-26T13:24:53.541543+00:00,"credit, course_description",CS40701,aic_education_courses_교과목 안내_d550178826_d5501788__item_0009
aic_education_courses_교과목 안내_d550178826_d5501788__item_0010,AI컴퓨팅학과,aic,4000-level,CS40709,3차원 데이터를 위한 기계학습,Elective,,,"Category: 4000-level
Code: CS40709
Course Name: 3차원 데이터를 위한 기계학습
Type: Elective",https://aic.kaist.ac.kr/#/education-courses,2026-05-26T13:24:53.541543+00:00,"credit, course_description",CS40709,aic_education_courses_교과목 안내_d550178826_d5501788__item_0010
aic_education_courses_교과목 안내_d550178826_d5501788__item_0011,AI컴퓨팅학과,aic,4000-level,CS40806,웨어러블 사용자 인터페이스,Elective,,,"Category: 4000-level
Code: CS40806
Course Name: 웨어러블 사용자 인터페이스
Type: Elective",https://aic.kaist.ac.kr/#/education-courses,2026-05-26T13:24:53.541543+00:00,"credit, course_description",CS40806,aic_education_courses_교과목 안내_d550178826_d5501788__item_0011
aic_education_courses_교과목 안내_d550178826_d5501788__item_0012,AI컴퓨팅학과,aic,5000-level+,CS50700,인공지능 및 기계학습,Elective,,,"Category: 5000-level+
Code: CS50700
Course Name: 인공지능 및 기계학습
Type: Elective",https://aic.kaist.ac.kr/#/education-courses,2026-05-26T13:24:53.541543+00:00,"credit, course_description",CS50700,aic_education_courses_교과목 안내_d550178826_d5501788__item_0012
aic_education_courses_교과목 안내_d550178826_d5501788__item_0013,AI컴퓨팅학과,aic,5000-level+,CS59900,컴퓨팅 특강 <리소스 효율적 AI 연구>,Elective,,Course Name: 컴퓨팅 특강 <리소스 효율적 AI 연구>,"Category: 5000-level+
Code: CS59900
Course Name: 컴퓨팅 특강 <리소스 효율적 AI 연구>
Type: Elective",https://aic.kaist.ac.kr/#/education-courses,2026-05-26T13:24:53.541543+00:00,credit,CS59900,aic_education_courses_교과목 안내_d550178826_d5501788__item_0013
aic_education_courses_교과목 안내_d550178826_d5501788__item_0014,AI컴퓨팅학과,aic,5000-level+,CS50804,인간과 컴퓨터 상호작용,Elective,,,"Category: 5000-level+
Code: CS50804
Course Name: 인간과 컴퓨터 상호작용
Type: Elective",https://aic.kaist.ac.kr/#/education-courses,2026-05-26T13:24:53.541543+00:00,"credit, course_description",CS50804,aic_education_courses_교과목 안내_d550178826_d5501788__item_0014
aic_education_courses_교과목 안내_d550178826_d5501788__item_0015,AI컴퓨팅학과,aic,5000-level+,CS50605,사물인터넷 데이터 사이언스,Elective,,,"Category: 5000-level+
Code: CS50605
Course Name: 사물인터넷 데이터 사이언스
Type: Elective",https://aic.kaist.ac.kr/#/education-courses,2026-05-26T13:24:53.541543+00:00,"credit, course_description",CS50605,aic_education_courses_교과목 안내_d550178826_d5501788__item_0015
aic_education_courses_교과목 안내_d550178826_d5501788__item_0016,AI컴퓨팅학과,aic,5000-level+,CS50705,인공지능 윤리,Elective,,,"Category: 5000-level+
Code: CS50705
Course Name: 인공지능 윤리
Type: Elective",https://aic.kaist.ac.kr/#/education-courses,2026-05-26T13:24:53.541543+00:00,"credit, course_description",CS50705,aic_education_courses_교과목 안내_d550178826_d5501788__item_0016
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0001,AX학과,ax,데이터콘텐츠AX,AX20001,"AI를 위한 확률, 통계 및 최적화",전공필수,,"Course Name: AI를 위한 확률, 통계 및 최적화","Code: AX20001
Course Name: AI를 위한 확률, 통계 및 최적화
Type: 전공필수",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,credit,AX20001,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0001
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0002,AX학과,ax,데이터콘텐츠AX,AX20002,AI모델 및 알고리즘의 이해,전공필수,,,"Code: AX20002
Course Name: AI모델 및 알고리즘의 이해
Type: 전공필수",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX20002,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0002
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0003,AX학과,ax,데이터콘텐츠AX,AX30001,AI 시스템 설계 및 플랫폼 구현,전공필수,,Course Name: AI 시스템 설계 및 플랫폼 구현,"Code: AX30001
Course Name: AI 시스템 설계 및 플랫폼 구현
Type: 전공필수",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,credit,AX30001,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0003
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0004,AX학과,ax,데이터콘텐츠AX,FX20001,AI 철학: 윤리와 법,전공필수,,,"Code: FX20001
Course Name: AI 철학: 윤리와 법
Type: 전공필수",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",FX20001,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0004
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0005,AX학과,ax,데이터콘텐츠AX,AX40001,AX 리빙랩 I,전공필수,,,"Code: AX40001
Course Name: AX 리빙랩 I
Type: 전공필수",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX40001,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0005
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0006,AX학과,ax,데이터콘텐츠AX,AX40002,AX 리빙랩 II,전공필수,,,"Code: AX40002
Course Name: AX 리빙랩 II
Type: 전공필수",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX40002,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0006
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0007,AX학과,ax,데이터콘텐츠AX,IE.20041,공학통계 I,전공선택,,,"Code: IE.20041
Course Name: 공학통계 I
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",IE20041,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0007
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0008,AX학과,ax,데이터콘텐츠AX,IE.20042,데이터 구조 및 분석,전공선택,,,"Code: IE.20042
Course Name: 데이터 구조 및 분석
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",IE20042,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0008
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0009,AX학과,ax,데이터콘텐츠AX,IE.20042,공학통계 II,전공선택,,,"Code: IE.20042
Course Name: 공학통계 II
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",IE20042,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0009
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0010,AX학과,ax,데이터콘텐츠AX,IE.30043,통계적 기계학습,전공선택,,,"Code: IE.30043
Course Name: 통계적 기계학습
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",IE30043,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0010
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0011,AX학과,ax,데이터콘텐츠AX,ID.30011,소프트웨어프로토타이핑,전공선택,,,"Code: ID.30011
Course Name: 소프트웨어프로토타이핑
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",ID30011,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0011
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0012,AX학과,ax,데이터콘텐츠AX,IE.40037,데이터 기반 의사결정 및 제어 방법론,전공선택,,Course Name: 데이터 기반 의사결정 및 제어 방법론,"Code: IE.40037
Course Name: 데이터 기반 의사결정 및 제어 방법론
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,credit,IE40037,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0012
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0019,AX학과,ax,바이오소재AX,CBE.20006,생화공 수치계산법,전공선택,,,"Code: CBE.20006
Course Name: 생화공 수치계산법
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",CBE20006,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0019
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0020,AX학과,ax,바이오소재AX,CBE.30041,공정모사와 제어,전공선택,,,"Code: CBE.30041
Course Name: 공정모사와 제어
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",CBE30041,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0020
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0021,AX학과,ax,바이오소재AX,CBE.49900,생명화학공학특강: AI를 이용한 생화공 문제 해결,전공선택,,Course Name: 생명화학공학특강: AI를 이용한 생화공 문제 해결,"Code: CBE.49900
Course Name: 생명화학공학특강: AI를 이용한 생화공 문제 해결
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,credit,CBE49900,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0021
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0022,AX학과,ax,바이오소재AX,CBE.30063,대사공학 및 합성생물학 입문,전공선택,,,"Code: CBE.30063
Course Name: 대사공학 및 합성생물학 입문
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",CBE30063,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0022
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0023,AX학과,ax,바이오소재AX,MS.49900,신소재특강: 전산재료과학개론,전공선택,,,"Code: MS.49900
Course Name: 신소재특강: 전산재료과학개론
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",MS49900,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0023
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0024,AX학과,ax,바이오소재AX,CBE.40064,생명공학을 위한 빅데이터 분석 및 기계학습,전공선택,,Course Name: 생명공학을 위한 빅데이터 분석 및 기계학습,"Code: CBE.40064
Course Name: 생명공학을 위한 빅데이터 분석 및 기계학습
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,credit,CBE40064,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0024
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0031,AX학과,ax,생명과학AX,BS.20005,생화학,전공선택,,,"Code: BS.20005
Course Name: 생화학
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",BS20005,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0031
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0032,AX학과,ax,생명과학AX,BS.30057,신경생물학 I,전공선택,,,"Code: BS.30057
Course Name: 신경생물학 I
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",BS30057,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0032
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0033,AX학과,ax,생명과학AX,BS.40050,신경생물학 II,전공선택,,,"Code: BS.40050
Course Name: 신경생물학 II
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",BS40050,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0033
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0034,AX학과,ax,생명과학AX,BS.40015,유전체학,전공선택,,,"Code: BS.40015
Course Name: 유전체학
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",BS40015,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0034
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0035,AX학과,ax,생명과학AX,BS.50012,생물통계학,전공선택,,,"Code: BS.50012
Course Name: 생물통계학
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",BS50012,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0035
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0036,AX학과,ax,생명과학AX,BS.50043,고급신경생물학,전공선택,,,"Code: BS.50043
Course Name: 고급신경생물학
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",BS50043,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0036
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0037,AX학과,ax,생명과학AX,CH.40015,인공지능 화학,전공선택,,,"Code: CH.40015
Course Name: 인공지능 화학
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",CH40015,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0037
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0044,AX학과,ax,물리제조AX,IE.20051,제조 프로세스 혁신,전공선택,,,"Code: IE.20051
Course Name: 제조 프로세스 혁신
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",IE20051,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0044
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0045,AX학과,ax,물리제조AX,IE.20021,생산관리 I,전공선택,,,"Code: IE.20021
Course Name: 생산관리 I
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",IE20021,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0045
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0046,AX학과,ax,물리제조AX,ME.20003,메카트로닉스 시스템 설계,전공선택,,,"Code: ME.20003
Course Name: 메카트로닉스 시스템 설계
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",ME20003,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0046
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0047,AX학과,ax,물리제조AX,ME.30040,공학 설계,전공선택,,,"Code: ME.30040
Course Name: 공학 설계
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",ME30040,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0047
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0048,AX학과,ax,물리제조AX,IE.30031,OR: 최적화,전공선택,,,"Code: IE.30031
Course Name: OR: 최적화
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",IE30031,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0048
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0049,AX학과,ax,물리제조AX,ME.30061,시스템 모델링 제어,전공선택,,,"Code: ME.30061
Course Name: 시스템 모델링 제어
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",ME30061,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0049
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0050,AX학과,ax,물리제조AX,ME.40062,자동제어,전공선택,,,"Code: ME.40062
Course Name: 자동제어
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",ME40062,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0050
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0051,AX학과,ax,물리제조AX,ME.40059,시각지능개론,전공선택,,,"Code: ME.40059
Course Name: 시각지능개론
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",ME40059,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0051
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0052,AX학과,ax,물리제조AX,ME.40053,로봇공학 개론,전공선택,,,"Code: ME.40053
Course Name: 로봇공학 개론
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",ME40053,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0052
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0059,AX학과,ax,지속가능성AX,CE.20050,스마트시티와 디지털 인프라스트럭쳐 개론,전공선택,,Course Name: 스마트시티와 디지털 인프라스트럭쳐 개론,"Code: CE.20050
Course Name: 스마트시티와 디지털 인프라스트럭쳐 개론
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,credit,CE20050,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0059
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0060,AX학과,ax,지속가능성AX,CE.20053,사회기반시설물을 위한 센싱기술 개론,전공선택,,Course Name: 사회기반시설물을 위한 센싱기술 개론,"Code: CE.20053
Course Name: 사회기반시설물을 위한 센싱기술 개론
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,credit,CE20053,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0060
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0061,AX학과,ax,지속가능성AX,CE.20054,환경 과학 및 공학개론,전공선택,,,"Code: CE.20054
Course Name: 환경 과학 및 공학개론
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",CE20054,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0061
