record_id,dept_name,dept,course_level,course_code,course_name,course_type,credit,course_description,raw_values,source_url,crawled_at,missing_fields,course_code_norm,course_id
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0062,AX학과,ax,지속가능성AX,CE.20040,도시건축학개론,전공선택,,,"Code: CE.20040
Course Name: 도시건축학개론
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",CE20040,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0062
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0063,AX학과,ax,지속가능성AX,CE.49903,건설 및 환경공학 특강 <기후 시스템 과학과 완화 및 적응 방안>,전공선택,,Course Name: 건설 및 환경공학 특강 <기후 시스템 과학과 완화 및 적응 방안>,"Code: CE.49903
Course Name: 건설 및 환경공학 특강 <기후 시스템 과학과 완화 및 적응 방안>
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,credit,CE49903,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0063
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0064,AX학과,ax,지속가능성AX,CE.40076,인공지능과 스마트기술을 이용한 사회기반구조물 및 환경 설계,전공선택,,Course Name: 인공지능과 스마트기술을 이용한 사회기반구조물 및 환경 설계,"Code: CE.40076
Course Name: 인공지능과 스마트기술을 이용한 사회기반구조물 및 환경 설계
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,credit,CE40076,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0064
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0065,AX학과,ax,지속가능성AX,CE.20091,지리공간분석개론,전공선택,,,"Code: CE.20091
Course Name: 지리공간분석개론
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",CE20091,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0065
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0066,AX학과,ax,지속가능성AX,CE.30050,모빌리티시스템공학개론,전공선택,,,"Code: CE.30050
Course Name: 모빌리티시스템공학개론
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",CE30050,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0066
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0067,AX학과,ax,지속가능성AX,CE.50080,구조물 안전진단을 위한 통계식 패턴인식 및 머신러닝,전공선택,,Course Name: 구조물 안전진단을 위한 통계식 패턴인식 및 머신러닝,"Code: CE.50080
Course Name: 구조물 안전진단을 위한 통계식 패턴인식 및 머신러닝
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,credit,CE50080,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0067
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0068,AX학과,ax,지속가능성AX,CE.30072,지속가능 물순환 공학,전공선택,,,"Code: CE.30072
Course Name: 지속가능 물순환 공학
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",CE30072,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0068
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0069,AX학과,ax,지속가능성AX,CE.50045,교통시스템을 위한 인공지능 적용,전공선택,,Course Name: 교통시스템을 위한 인공지능 적용,"Code: CE.50045
Course Name: 교통시스템을 위한 인공지능 적용
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,credit,CE50045,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0069
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0076,AX학과,ax,경영공학AX,BTM.201,통계분석론,전공선택,,,"Code: BTM.201
Course Name: 통계분석론
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",BTM201,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0076
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0077,AX학과,ax,경영공학AX,BTM.236,마케팅원론,전공선택,,,"Code: BTM.236
Course Name: 마케팅원론
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",BTM236,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0077
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0078,AX학과,ax,경영공학AX,BTM.235,재무관리론,전공선택,,,"Code: BTM.235
Course Name: 재무관리론
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",BTM235,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0078
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0079,AX학과,ax,경영공학AX,BTM.447,경영을 위한 인공지능 기초,전공선택,,,"Code: BTM.447
Course Name: 경영을 위한 인공지능 기초
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",BTM447,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0079
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0080,AX학과,ax,경영공학AX,BTM.415,게임이론,전공선택,,,"Code: BTM.415
Course Name: 게임이론
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",BTM415,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0080
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0081,AX학과,ax,경영공학AX,BTM.441,인공지능을 통한 비즈니스 솔루션,전공선택,,Course Name: 인공지능을 통한 비즈니스 솔루션,"Code: BTM.441
Course Name: 인공지능을 통한 비즈니스 솔루션
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,credit,BTM441,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0081
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0082,AX학과,ax,경영공학AX,,AI 특허,전공선택,,,"Code: -
Course Name: AI 특허
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"course_code, credit, course_description, course_code_norm",,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0082
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0083,AX학과,ax,AX학과 전공선택 과목 리스트,AX.40011,신호 및 영상처리를 위한 프로그래밍,전공선택,,Course Name: 신호 및 영상처리를 위한 프로그래밍,"Code: AX.40011
Course Name: 신호 및 영상처리를 위한 프로그래밍
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,credit,AX40011,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0083
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0084,AX학과,ax,AX학과 전공선택 과목 리스트,AX.40021,스마트 제조를 위한 인공지능,전공선택,,,"Code: AX.40021
Course Name: 스마트 제조를 위한 인공지능
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX40021,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0084
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0085,AX학과,ax,AX학과 전공선택 과목 리스트,AX.40041,생명과학을 위한 데이터기반 인공지능,전공선택,,Course Name: 생명과학을 위한 데이터기반 인공지능,"Code: AX.40041
Course Name: 생명과학을 위한 데이터기반 인공지능
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,credit,AX40041,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0085
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0086,AX학과,ax,AX학과 전공선택 과목 리스트,AX.40042,인공지능 화학,전공선택,,,"Code: AX.40042
Course Name: 인공지능 화학
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX40042,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0086
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0087,AX학과,ax,AX학과 전공선택 과목 리스트,AX.40043,생명공학을 위한 빅데이터 분석 및 기계학습,전공선택,,Course Name: 생명공학을 위한 빅데이터 분석 및 기계학습,"Code: AX.40043
Course Name: 생명공학을 위한 빅데이터 분석 및 기계학습
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,credit,AX40043,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0087
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0088,AX학과,ax,AX학과 전공선택 과목 리스트,AX.40071,AI 발명 및 특허 출원,전공선택,,,"Code: AX.40071
Course Name: AI 발명 및 특허 출원
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX40071,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0088
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0089,AX학과,ax,AX학과 전공선택 과목 리스트,AX.40072,경영을 위한 인공지능 기초,전공선택,,,"Code: AX.40072
Course Name: 경영을 위한 인공지능 기초
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX40072,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0089
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0090,AX학과,ax,AX학과 전공선택 과목 리스트,AX.49991,AX의 특강,전공선택,,,"Code: AX.49991
Course Name: AX의 특강
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX49991,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0090
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0091,AX학과,ax,AX학과 전공선택 과목 리스트,AX.50001,"AI를 위한 고급 확률, 통계 및 최적화",전공선택,,"Course Name: AI를 위한 고급 확률, 통계 및 최적화","Code: AX.50001
Course Name: AI를 위한 고급 확률, 통계 및 최적화
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,credit,AX50001,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0091
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0092,AX학과,ax,AX학과 전공선택 과목 리스트,AX.50002,AX 고급 리빙랩,전공선택,,,"Code: AX.50002
Course Name: AX 고급 리빙랩
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX50002,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0092
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0093,AX학과,ax,AX학과 전공선택 과목 리스트,AX.50011,계산과학을 위한 기계학습,전공선택,,,"Code: AX.50011
Course Name: 계산과학을 위한 기계학습
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX50011,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0093
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0094,AX학과,ax,AX학과 전공선택 과목 리스트,AX.50012,추천시스템 및 그래프기계학습,전공선택,,,"Code: AX.50012
Course Name: 추천시스템 및 그래프기계학습
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX50012,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0094
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0095,AX학과,ax,AX학과 전공선택 과목 리스트,AX.50013,신경망이론 및 응용,전공선택,,,"Code: AX.50013
Course Name: 신경망이론 및 응용
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX50013,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0095
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0096,AX학과,ax,AX학과 전공선택 과목 리스트,AX.50014,랜덤데이타: 해석 및 처리,전공선택,,,"Code: AX.50014
Course Name: 랜덤데이타: 해석 및 처리
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX50014,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0096
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0097,AX학과,ax,AX학과 전공선택 과목 리스트,AX.50015,응용수학의 방법,전공선택,,,"Code: AX.50015
Course Name: 응용수학의 방법
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX50015,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0097
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0098,AX학과,ax,AX학과 전공선택 과목 리스트,AX.50021,자율주행 인공지능,전공선택,,,"Code: AX.50021
Course Name: 자율주행 인공지능
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX50021,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0098
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0099,AX학과,ax,AX학과 전공선택 과목 리스트,AX.50022,자율주행 자동차 개론,전공선택,,,"Code: AX.50022
Course Name: 자율주행 자동차 개론
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX50022,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0099
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0100,AX학과,ax,AX학과 전공선택 과목 리스트,AX.50041,생물통계학,전공선택,,,"Code: AX.50041
Course Name: 생물통계학
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX50041,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0100
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0101,AX학과,ax,AX학과 전공선택 과목 리스트,AX.50042,수리생물학개론,전공선택,,,"Code: AX.50042
Course Name: 수리생물학개론
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX50042,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0101
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0102,AX학과,ax,AX학과 전공선택 과목 리스트,AX.50051,지속가능 기술시스템을 위한 데이터 과학 방법론,전공선택,,Course Name: 지속가능 기술시스템을 위한 데이터 과학 방법론,"Code: AX.50051
Course Name: 지속가능 기술시스템을 위한 데이터 과학 방법론
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,credit,AX50051,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0102
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0103,AX학과,ax,AX학과 전공선택 과목 리스트,AX.50071,고급경영통계,전공선택,,,"Code: AX.50071
Course Name: 고급경영통계
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX50071,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0103
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0104,AX학과,ax,AX학과 전공선택 과목 리스트,AX.70071,고급계량분석,전공선택,,,"Code: AX.70071
Course Name: 고급계량분석
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX70071,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0104
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0105,AX학과,ax,AX학과 전공선택 과목 리스트,AX.92100,논문연구 (석사),전공선택,,,"Code: AX.92100
Course Name: 논문연구 (석사)
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX92100,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0105
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0106,AX학과,ax,AX학과 전공선택 과목 리스트,AX.92200,논문연구 (박사),전공선택,,,"Code: AX.92200
Course Name: 논문연구 (박사)
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX92200,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0106
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0107,AX학과,ax,AX학과 전공선택 과목 리스트,AX.89991,AX의 특수논제,전공선택,,,"Code: AX.89991
Course Name: AX의 특수논제
Type: 전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",AX89991,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0107
ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0163,AX학과,ax,지속가능성AX,CE.49903,건설 및 환경공학 특강,전공선택,,,"건설 및 환경공학 특강
<기후 시스템 과학과 완화 및 적응 방안>
전공선택",https://ax.kaist.ac.kr/#/education-courses,2026-05-26T13:29:07.575376+00:00,"credit, course_description",CE49903,ax_education_courses_교과목 안내_c90ad7596c_c90ad759__item_0163
fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_001,AI미래학과,fx,1000-LEVEL,CS.10003,인공지능 기초,ELECTIVE,,,"1000-LEVEL
CS.10003
인공지능 기초
ELECTIVE",https://fx.kaist.ac.kr/,2026-05-26T13:30:33.939577+00:00,"credit, course_description",CS10003,fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_001
fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_002,AI미래학과,fx,2000-LEVEL,FSM.20001,미래학 개론,ELECTIVE,,,"2000-LEVEL
FSM.20001
미래학 개론
ELECTIVE",https://fx.kaist.ac.kr/,2026-05-26T13:30:33.939577+00:00,"credit, course_description",FSM20001,fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_002
fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_003,AI미래학과,fx,2000-LEVEL,IE.20041,공학통계 I,ELECTIVE,,,"2000-LEVEL
IE.20041
공학통계 I
ELECTIVE",https://fx.kaist.ac.kr/,2026-05-26T13:30:33.939577+00:00,"credit, course_description",IE20041,fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_003
fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_004,AI미래학과,fx,2000-LEVEL,IE.20060,데이터 구조 및 분석,ELECTIVE,,,"2000-LEVEL
IE.20060
데이터 구조 및 분석
ELECTIVE",https://fx.kaist.ac.kr/,2026-05-26T13:30:33.939577+00:00,"credit, course_description",IE20060,fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_004
fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_005,AI미래학과,fx,2000-LEVEL,CE.20012,환경과 지속가능성 개론,ELECTIVE,,,"2000-LEVEL
CE.20012
환경과 지속가능성 개론
ELECTIVE",https://fx.kaist.ac.kr/,2026-05-26T13:30:33.939577+00:00,"credit, course_description",CE20012,fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_005
fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_006,AI미래학과,fx,3000-LEVEL,CS.30706,기계학습,ELECTIVE,,,"3000-LEVEL
CS.30706
기계학습
ELECTIVE",https://fx.kaist.ac.kr/,2026-05-26T13:30:33.939577+00:00,"credit, course_description",CS30706,fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_006
fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_007,AI미래학과,fx,3000-LEVEL,IP.30001,지식재산권 개요,ELECTIVE,,,"3000-LEVEL
IP.30001
지식재산권 개요
ELECTIVE",https://fx.kaist.ac.kr/,2026-05-26T13:30:33.939577+00:00,"credit, course_description",IP30001,fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_007
fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_008,AI미래학과,fx,4000-LEVEL,CS.40700,인공지능 개론,ELECTIVE,,,"4000-LEVEL
CS.40700
인공지능 개론
ELECTIVE",https://fx.kaist.ac.kr/,2026-05-26T13:30:33.939577+00:00,"credit, course_description",CS40700,fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_008
fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_009,AI미래학과,fx,4000-LEVEL,IP.40007,기업가를 위한 법,ELECTIVE,,,"4000-LEVEL
IP.40007
기업가를 위한 법
ELECTIVE",https://fx.kaist.ac.kr/,2026-05-26T13:30:33.939577+00:00,"credit, course_description",IP40007,fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_009
fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_010,AI미래학과,fx,4000-LEVEL,IP.40010,"법, 기술, 혁신",ELECTIVE,,,"4000-LEVEL
IP.40010
법, 기술, 혁신
ELECTIVE",https://fx.kaist.ac.kr/,2026-05-26T13:30:33.939577+00:00,"credit, course_description",IP40010,fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_010
fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_011,AI미래학과,fx,5000-LEVEL+,GGS.50021,글로벌 환경문제 통합평가론,ELECTIVE,,,"5000-LEVEL+
GGS.50021
글로벌 환경문제 통합평가론
ELECTIVE",https://fx.kaist.ac.kr/,2026-05-26T13:30:33.939577+00:00,"credit, course_description",GGS50021,fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_011
fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_012,AI미래학과,fx,5000-LEVEL+,GGS.50023,기후 및 환경보건 연구방법론,ELECTIVE,,,"5000-LEVEL+
GGS.50023
기후 및 환경보건 연구방법론
ELECTIVE",https://fx.kaist.ac.kr/,2026-05-26T13:30:33.939577+00:00,"credit, course_description",GGS50023,fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_012
fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_013,AI미래학과,fx,5000-LEVEL+,GGS.50004,기후변화의 과학,ELECTIVE,,,"5000-LEVEL+
GGS.50004
기후변화의 과학
ELECTIVE",https://fx.kaist.ac.kr/,2026-05-26T13:30:33.939577+00:00,"credit, course_description",GGS50004,fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_013
fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_014,AI미래학과,fx,5000-LEVEL+,CC.50031,특허분석과 발명출원,ELECTIVE,,,"5000-LEVEL+
CC.50031
특허분석과 발명출원
ELECTIVE",https://fx.kaist.ac.kr/,2026-05-26T13:30:33.939577+00:00,"credit, course_description",CC50031,fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_014
fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_015,AI미래학과,fx,5000-LEVEL+,CS.50705,인공지능 윤리,ELECTIVE,,,"5000-LEVEL+
CS.50705
인공지능 윤리
ELECTIVE",https://fx.kaist.ac.kr/,2026-05-26T13:30:33.939577+00:00,"credit, course_description",CS50705,fx_home_2026 AI미래학과 학과설명회_1094c5a46d_1094c5a4__item_0008__course_015
